CODE;Label - English;Label - French;Label - German
EN2003V;Number of hours nitrogen dioxide NO2 concentrations exceed 200 µg/m³;Nombre d'heures où la concentration de dioxyde d'azote (NO2) dépasse 200 µg/m³;Stunden mit Konzentrationen von Stickstoffdioxid (NO2) über 200 µg/m³
EN2005V;Number of days particulate matter PM10 concentrations exceed 50 µg/m³;Nombre de jours où la concentration de particules PM10 dépasse 50 µg/m³;Tage mit Partikelkonzentrationen (PM10) über 50 µg/m³
EN2025V;Accumulated ozone concentration in excess 70 µg/m³;Concentration d'ozone accumulée supérieure à 70 µg/m³;Akkumulierte Ozonkonzentration über 70 µg/m³
EN2026V;Annual average concentration of NO2 (µg/m³);Concentration annuelle moyenne de NO2 (µg/m³);Jährliche Durchschnittskonzentration von NO2 (in µg/m³)
EN2027V;Annual average concentration of PM10 (µg/m³);Concentration annuelle moyenne de particules PM10 (µg/m³);Jährliche Durchschnittskonzentration von PM10 (in µg/m³)
EN3003V;Total use of water - m³;Consommation totale d'eau - m³;Wasserverbrauch, insgesamt - m³
EN3012V;Share of population connected to potable drinking water system - %;Proportion de la population raccordée au réseau d'eau potable - %;Anteil der Bevölkerung mit Trinkwasseranschluss - %
EN3013V;Share of population connected to sewerage treatment system - %;Proportion de la population raccordée au réseau d'assainissement - %;Anteil der Bevölkerung mit Kanalanschluss - %
EN3010V;Price of a m³ of domestic water - Euro;Prix d'un m³ d'eau domestique - euro;Preis je m³ Wasser für private Haushalte - EUR
EN3011V;Share of the urban waste water load (in population equivalents) treated according to the applicable standard -%;Proportion des eaux usées urbaines (en équivalents-habitant) traitées conformément aux normes en vigueur - %;Anteil der entsprechend den geltenden Standards behandelten kommunalen Abwasserbelastung (in EW)
EN4008V;Municipal waste generated (domestic and commercial), total - 1000 t;Déchets municipaux générés (d'origine domestique et commerciale), total - 1000 t;Erzeugte Siedlungsabfälle (Haushalts- und Gewerbeabfälle), insgesamt - 1000 t
EN5200V;Share of land (%): continuous residential urban fabric;Part des terres (%): tissu urbain continu;Anteil (%): Flächen durchgängig städtischer Prägung
EN5201V;Share of land (%): discontinuous residential urban fabric;Part des terres (%): tissu urbain discontinu;Anteil (%): Flächen nicht-durchgängig städtischer Prägung
EN5202V;Share of land (%): industrial, commercial, public, military and private units;Part des terres (%): zones industrielles, commerciales, publiques, militaires et privées;Anteil (%): Industrie- und Gewerbeflächen
EN5203V;Share of land (%): transport infrastructure;Part des terres (%): infrastructure de communication;Anteil (%): Verkehrsflächen
EN5204V;Share of land (%): other artificial areas;Part des terres (%): autres territoires artificialisés;Anteil (%): Sonstige künstlich angelegte Flächen
EN5205V;Share of land (%): green urban areas and sports and leisure facilities;Part des terres (%): espaces verts urbains et équipements sportifs et de loisirs;Anteil (%): Städtische Grünflächen und Sport und Freizeitanlagen
EN5206V;Share of land (%): agricultural areas;Part des terres (%): territoires agricoles;Anteil (%): Landwirtschaft
EN5207V;Share of land (%): natural areas;Part des terres (%): territoires naturels;Anteil (%): Wälder und naturnahe Flächen und Feuchtflächen
TT1003V;Share of journeys to work by car -%;Proportion des déplacements en voiture - %;Verkehrsmittel für den Arbeitsweg - Anteil Pkw - %
TT1010V;Share of journeys to work by public transport (rail, metro, bus, tram) -%;Proportion des déplacements domicile-travail en transports publics (train, métro, bus ou tram) - %;Verkehrsmittel für den Arbeitsweg - Anteil öffentliche Verkehrsmittel (Eisenbahn, U-Bahn, Bus, Straßenbahn) - %
TT1006V;Share of journeys to work by motor cycle -%;Proportion des déplacements domicile-travail en motocycle - %;Verkehrsmittel für den Arbeitsweg - Anteil Motorrad - %
TT1007V;Share of journeys to work by bicycle -%;Proportion des déplacements domicile-travail en vélo - %;Verkehrsmittel für den Arbeitsweg - Anteil Fahrrad - %
TT1008V;Share of journeys to work by foot -%;Proportion dse déplacements domicile-travail à pied - %;Verkehrsmittel für den Arbeitsweg - Anteil Fußgänger - %
TT1012V;Share of journeys to work by car or motor cycle -%;Proportion des déplacements domicile-travail en voiture ou en motocycle - %;Verkehrsmittel für den Arbeitsweg - Anteil Pkw oder Motorrad - %
TT1019V;Average time of journey to work - minutes;Durée moyenne des déplacements domicile-travail;Durchschnittliche Dauer des Arbeitswegs - Minuten
TT1020V;Average length of journey to work by private car - km;Longueur moyenne des déplacements domicile-travail en voiture particulière - km;Durchschnittliche Länge des mit dem privaten Pkw zurückgelegten Arbeitswegs - km
TT1064V;People commuting into the city;Navetteurs entrant dans la ville pour se rendre au travail;Berufseinpendler ins Stadtgebiet
TT1065V;People commuting out of the city;Navetteurs sortant de la ville pour se rendre au travail;Berufsauspendler aus dem Stadtgebiet
TT1079V;Length of bicycle network (dedicated cycle paths and lanes) - km;Longueur du réseau de pistes cyclables (pistes et voies réservées aux vélos) - km;Länge des Radwegenetzes (ausgewiesene Fahrradwege und -spuren) - km
TT1080V;Cost of a combined monthly ticket (all modes of public transport) for 5-10 km in the central zone - EUR;Coût d'un titre de transport combiné mensuel (tous modes de transport public) pour 5-10 km dans la zone centrale - EUR;Preis einer kombinierten Monatskarte (alle öffentlichen Verkehrsmittel) für Fahrten ins Stadtzentrum von 5 bis 10 km - EUR
TT1081V;Cost of a taxi ride of 5 km to the centre at day time - EUR;Coût d'une course en taxi de 5 km effectuée de jour en direction du centre - EUR;Preis einer Taxifahrt aus einer Entfernung von 5 km in das Stadtzentrum (tagsüber) - EUR
TT1057V;Number of private cars registered;Nombre de voitures particulières immatriculées;Zugelassene Privat-Pkw
TT1060V;Number of deaths in road accidents;Nombre de tués dans les accidents de la route;Bei Straßenverkehrsunfällen getötete Personen
CR1003V;Number of cinema seats (total capacity);Nombre de places de cinéma (capacité totale);Sitzplätze in Kinos (Kapazität insgesamt)
CR1005V;Cinema attendance (per year);Fréquentation des cinémas (par an);Kinobesucher (im Jahr)
CR1007V;Number of museum visitors (per year);Fréquentation des musées (par an);Museumsbesucher (im Jahr)
CR1008V;Number of theatres;Nombre de théâtres;Theater
CR1010V;Number of public libraries (all distribution points);Nombre de bibliothèques publiques (tous points de distribution);Öffentliche Bibliotheken (alle Ausgabestellen)
CR1015V;Number of public swimming pools (indoor and outdoor, excluding beaches);Nombre de piscines publiques (intérieures et extérieures, à l'exclusion des plages);Öffentliche Schwimmbäder (Hallenbäder und Freibäder, ausgenommen Strandbäder)
CR2001V;Total nights spent in tourist accommodation establishments;Nombre total de nuitées dans des établissements d'hébergement touristique agréés;Gästeübernachtungen insgesamt (alle Arten von Beherbergungsbetrieben)
CR2010V;Nights spent in tourist accommodation establishments by residents;Nuitées de résidents dans des établissements d'hébergement touristique;Übernachtungen von Inländern in Touristenunterkünften
CR2011V;Nights spent in tourist accommodation establishments by non-residents;Nuitées de non-résidents dans des établissements d'hébergement touristique;Übernachtungen von Nichtinländern in Touristenunterkünften
CR2009V;Number of bed-places in tourist accommodation establishments;Nombre de lits disponibles dans des établissements d'hébergement touristique;Gästebetten insgesamt (alle Arten von Beherbergungsbetrieben)
PS1012V;Public transport in the city, for example bus, tram or metro: very satisfied;Transports publics de la ville, par exemple, bus, tram ou métro: Très satisfait;Der öffentliche Nahverkehr in der Stadt, z. B. von Bus, Straßenbahn und U-Bahn: Sehr zufrieden
PS1013V;Public transport in the city, for example bus, tram or metro: rather satisfied;Transports publics de la ville, par exemple, bus, tram ou métro: Plutôt satisfait;Der öffentliche Nahverkehr in der Stadt, z. B. von Bus, Straßenbahn und U-Bahn: Eher zufrieden
PS1014V;Public transport in the city, for example bus, tram or metro: rather unsatisfied;Transports publics de la ville, par exemple, bus, tram ou métro: Plutôt pas satisfait;Der öffentliche Nahverkehr in der Stadt, z. B. von Bus, Straßenbahn und U-Bahn: Eher unzufrieden
PS1015V;Public transport in the city, for example bus, tram or metro: not at all satisfied;Transports publics de la ville, par exemple, bus, tram ou métro: Pas satisfait du tout;Der öffentliche Nahverkehr in der Stadt, z. B. von Bus, Straßenbahn und U-Bahn: Überhaupt nicht zufrieden
PS1016V;Public transport in the city, for example bus, tram or metro: don't know / no answer;Transports publics de la ville, par exemple, bus, tram ou métro: Ne sait pas/sans réponse;Der öffentliche Nahverkehr in der Stadt, z. B. von Bus, Straßenbahn und U-Bahn: Weiß nicht/keine Antwort
PS1022V;Schools in the city: very satisfied;Les écoles de la ville: Très satisfait;Schulen in der Stadt: Sehr zufrieden
PS1023V;Schools in the city: rather satisfied;Les écoles de la ville: Plutôt satisfait;Schulen in der Stadt: Eher zufrieden
PS1024V;Schools in the city: rather unsatisfied;Les écoles de la ville: Plutôt pas satisfait;Schulen in der Stadt: Eher unzufrieden
PS1025V;Schools in the city: not at all satisfied;Les écoles de la ville: Pas satisfait du tout;Schulen in der Stadt: Überhaupt nicht zufrieden
PS1026V;Schools in the city: don't know / no answer;Les écoles de la ville: Ne sait pas/sans réponse;Schulen in der Stadt: Weiß nicht/keine Antwort
PS1501V;Schools and other educational facilities: very satisfied;Écoles et autres institutions d'éducation : très satisfait€;Schulen und andere Bildungseinrichtungen: äußerst zufrieden
PS1502V;Schools and other educational facilities: rather satisfied;Écoles et autres institutions d'éducation : plutôt satisfait(e);Schulen und andere Bildungseinrichtungen: eher zufrieden
PS1503V;Schools and other educational facilities: rather unsatisfied;Écoles et autres institutions d'éducation : plutôt insatisfait(e);Schulen und andere Bildungseinrichtungen: eher unzufrieden
PS1504V;Schools and other educational facilities: very unsatisfied;Écoles et autres institutions d'éducation : très insatisfait(e);Schulen und andere Bildungseinrichtungen: äußerst unzufrieden
PS1505V;Schools and other educational facilities: don't know / no answer / refuses;Écoles et autres institution d'éducation : je ne sais pas/n'ai pas d'avis/ne souhaite pas répondre;Schulen und andere Bildungseinrichtungen: weiß nicht/keine Angaben/möchte keine Angaben machen
PS1032V;Health care services offered by hospitals in the city: very satisfied;Les services de santé offerts dans les hôpitaux à la ville: Très satisfait;Medizinische Versorgungsdienstleistungen in Krankenhäusern in der Stadt: Sehr zufrieden
PS1033V;Health care services offered by hospitals in the city: rather satisfied;Les services de santé offerts dans les hôpitaux à la ville: Plutôt satisfait;Medizinische Versorgungsdienstleistungen in Krankenhäusern in der Stadt: Eher zufrieden
PS1034V;Health care services offered by hospitals in the city: rather unsatisfied;Les services de santé offerts dans les hôpitaux à la ville: Plutôt pas satisfait;Medizinische Versorgungsdienstleistungen in Krankenhäusern in der Stadt: Eher unzufrieden
PS1035V;Health care services offered by hospitals in the city: not at all satisfied;Les services de santé offerts dans les hôpitaux à la ville: Pas satisfait du tout;Medizinische Versorgungsdienstleistungen in Krankenhäusern in der Stadt: Überhaupt nicht zufrieden
PS1036V;Health care services offered by hospitals in the city: don't know / no answer;Les services de santé offerts dans les hôpitaux à la ville: Ne sait pas/sans réponse;Medizinische Versorgungsdienstleistungen in Krankenhäusern in der Stadt: Weiß nicht/keine Antwort
PS1042V;Health care services offered by doctors in the city: very satisfied;Les services de santé offerts par les médecins en ville: Très satisfait;Medizinische Versorgungsdienstleistungen in Arztpraxen in der Stadt: Sehr zufrieden
PS1043V;Health care services offered by doctors in the city: rather satisfied;Les services de santé offerts par les médecins en ville: Plutôt satisfait;Medizinische Versorgungsdienstleistungen in Arztpraxen in der Stadt: Eher zufrieden
PS1044V;Health care services offered by doctors in the city: rather unsatisfied;Les services de santé offerts par les médecins en ville: Plutôt pas satisfait;Medizinische Versorgungsdienstleistungen in Arztpraxen in der Stadt: Eher unzufrieden
PS1045V;Health care services offered by doctors in the city: not at all satisfied;Les services de santé offerts par les médecins en ville: Pas satisfait du tout;Medizinische Versorgungsdienstleistungen in Arztpraxen in der Stadt: Überhaupt nicht zufrieden
PS1046V;Health care services offered by doctors in the city: don't know / no answer;Les services de santé offerts par les médecins en ville: Ne sait pas/sans réponse;Medizinische Versorgungsdienstleistungen in Arztpraxen in der Stadt: Weiß nicht/keine Antwort
PS1506V;Health care services, doctors and hospitals: very satisfied;Services de soins, docteurs et hôpitaux : très satisfait(e);Gesundheitsdienstleistungen, Ärzte und Krankenhäuser: äußerst zufrieden
PS1507V;Health care services, doctors and hospitals: rather satisfied;Services de soins, docteurs et hôpitaux : plutôt satisfait(e);Gesundheitsdienstleistungen, Ärzte und Krankenhäuser: eher zufrieden
PS1508V;Health care services, doctors and hospitals: rather unsatisfied;Services de soins, docteurs et hôpitaux : plutôt insatisfait(e);Gesundheitsdienstleistungen, Ärzte und Krankenhäuser: eher unzufrieden
PS1509V;Health care services, doctors and hospitals: very unsatisfied;Services de soins, docteurs et hôpitaux : très insatisfait(e);Gesundheitsdienstleistungen, Ärzte und Krankenhäuser: äußerst unzufrieden
PS1510V;Health care services, doctors and hospitals: don't know / no answer / refuses;Services de soins, docteurs et hôpitaux : je ne sais pas/n'ai pas d'avis/refuse de répondre;Gesundheitsdienstleistungen, Ärzte und Krankenhäuser: weiß nicht/keine Angaben/möchte keine Angaben machen
PS1052V;Green spaces such as public parcs or gardens: very satisfied;Les espaces verts tels que parcs et jardins publics: Très satisfait;Grünflächen wie öffentlichen Parkanlagen und Gärten: Sehr zufrieden
PS1053V;Green spaces such as public parcs or gardens: rather satisfied;Les espaces verts comme les parcs et les jardins: Plutôt satisfait;Grünflächen wie öffentlichen Parkanlagen und Gärten: Eher zufrieden
PS1054V;Green spaces such as public parcs or gardens: rather unsatisfied;Les espaces verts comme les parcs et les jardins: Plutôt pas satisfait;Grünflächen wie öffentlichen Parkanlagen und Gärten: Eher unzufrieden
PS1055V;Green spaces such as public parcs or gardens: not at all satisfied;Les espaces verts comme les parcs et les jardins: Pas satisfait du tout;Grünflächen wie öffentlichen Parkanlagen und Gärten: Überhaupt nicht zufrieden
PS1056V;Green spaces such as public parcs or gardens: don't know / no answer;Les espaces verts comme les parcs et les jardins: Ne sait pas/sans réponse;Grünflächen wie öffentlichen Parkanlagen und Gärten: Weiß nicht/keine Antwort
PS1062V;Sports facilities such as sport fields and indoor sport halls in the city: very satisfied;Installations sportives comme les terrains et salles de sport: Très satisfait;Sportanlagen wie Sportplätze und Sporthallen in der Stadt: Sehr zufrieden
PS1063V;Sports facilities such as sport fields and indoor sport halls in the city: rather satisfied;Installations sportives comme les terrains et salles de sport: Plutôt satisfait;Sportanlagen wie Sportplätze und Sporthallen in der Stadt: Eher zufrieden
PS1064V;Sports facilities such as sport fields and indoor sport halls in the city: rather unsatisfied;Installations sportives comme les terrains et salles de sport: Plutôt pas satisfait;Sportanlagen wie Sportplätze und Sporthallen in der Stadt: Eher unzufrieden
PS1065V;Sports facilities such as sport fields and indoor sport halls in the city: not at all satisfied;Installations sportives comme les terrains et salles de sport: Pas satisfait du tout;Sportanlagen wie Sportplätze und Sporthallen in der Stadt: Überhaupt nicht zufrieden
PS1066V;Sports facilities such as sport fields and indoor sport halls in the city: don't know / no answer;Installations sportives comme les terrains et salles de sport: Ne sait pas/sans réponse;Sportanlagen wie Sportplätze und Sporthallen der Stadt: Weiß nicht/keine Antwort
PS1072V;Cinemas in the city: very satisfied;Cinémas dans la ville: Très satisfait;Kinos in der Stadt: Sehr zufrieden
PS1073V;Cinemas in the city: rather satisfied;Cinémas dans la ville: Plutôt satisfait;Kinos in der Stadt: Eher zufrieden
PS1074V;Cinemas in the city: rather unsatisfied;Cinémas dans la ville: Plutôt pas satisfait;Kinos in der Stadt: Eher unzufrieden
PS1075V;Cinemas in the city: not at all satisfied;Cinémas dans la ville: Pas satisfait du tout;Kinos in der Stadt: Überhaupt nicht zufrieden
PS1076V;Cinemas in the city: don't know / no answer;Cinémas dans la ville: Ne sait pas/sans réponse;Kinos in der Stadt: Weiß nicht/keine Antwort
PS1082V;Cultural facilities such as concert halls, theatres, museums and libraries in the city: very satisfied;Les espaces culturels comme les salles de concert, les théâtres, les musées et les bibliothèques: Très satisfait;Kultureinrichtungen wie Konzertsäle, Theater, Museen und Bibliotheken in der Stadt: Sehr zufrieden
PS1083V;Cultural facilities such as concert halls, theatres, museums and libraries in the city: rather satisfied;Les espaces culturels comme les salles de concert, les théâtres, les musées et les bibliothèques: Plutôt satisfait;Kultureinrichtungen wie Konzertsäle, Theater, Museen und Bibliotheken in der Stadt: Eher zufrieden
PS1084V;Cultural facilities such as concert halls, theatres, museums and libraries in the city: rather unsatisfied;Les espaces culturels comme les salles de concert, les théâtres, les musées et les bibliothèques: Plutôt pas satisfait;Kultureinrichtungen wie Konzertsäle, Theater, Museen und Bibliotheken in der Stadt: Eher unzufrieden
PS1085V;Cultural facilities such as concert halls, theatres, museums and libraries in the city: not at all satisfied;Les espaces culturels comme les salles de concert, les théâtres, les musées et les bibliothèques: Pas satisfait du tout;Kultureinrichtungen wie Konzertsäle, Theater, Museen und Bibliotheken in der Stadt: Überhaupt nicht zufrieden
PS1086V;Cultural facilities such as concert halls, theatres, museums and libraries in the city: don't know / no answer;Les espaces culturels comme les salles de concert, les théâtres, les musées et les bibliothèques: Ne sait pas/sans réponse;Kultureinrichtungen wie Konzertsäle, Theater, Museen und Bibliotheken in der Stadt: Weiß nicht/keine Antwort
PS1092V;Public Internet access such as internet cafes or libraries in the city: very satisfied;Accès à l'Internet publics tels que des cafés Internet ou des bibliothèques dans la ville: Très satisfait;Öffentliche Internetzugänge wie Internetcafés oder Bibliotheken in der Stadt: Sehr zufrieden
PS1093V;Public Internet access such as internet cafes or libraries in the city: rather satisfied;Accès à l'Internet publics tels que des cafés Internet ou des bibliothèques dans la ville: Plutôt satisfait;Öffentliche Internetzugänge wie Internetcafés oder Bibliotheken in der Stadt: Eher zufrieden
PS1094V;Public Internet access such as internet cafes or libraries in the city: rather unsatisfied;Accès à l'Internet publics tels que des cafés Internet ou des bibliothèques dans la ville: Plutôt pas satisfait;Öffentliche Internetzugänge wie Internetcafés oder Bibliotheken in der Stadt: Eher unzufrieden
PS1095V;Public Internet access such as internet cafes or libraries in the city: not at all satisfied;Accès à l'Internet publics tels que des cafés Internet ou des bibliothèques dans la ville: Pas satisfait du tout;Öffentliche Internetzugänge wie Internetcafés oder Bibliotheken in der Stadt: Überhaupt nicht zufrieden
PS1096V;Public Internet access such as internet cafes or libraries in the city: don't know / no answer;Accès à l'Internet publics tels que des cafés Internet ou des bibliothèques dans la ville: Ne sait pas/sans réponse;Öffentliche Internetzugänge wie Internetcafés oder Bibliotheken in der Stadt: Weiß nicht/keine Antwort
PS1102V;Internet access at home in the city: very satisfied;Accès à l'internet à domicile en ville: Très satisfait;Internetzugang zu Hause in der Stadt: Sehr zufrieden
PS1103V;Internet access at home in the city: rather satisfied;Accès à l'internet à domicile en ville: Plutôt satisfait;Internetzugang zu Hause in der Stadt: Eher zufrieden
PS1104V;Internet access at home in the city: rather unsatisfied;Accès à l'internet à domicile en ville: Plutôt pas satisfait;Internetzugang zu Hause in der Stadt: Eher unzufrieden
PS1105V;Internet access at home in the city: not at all satisfied;Accès à l'internet à domicile en ville: Pas satisfait du tout;Internetzugang zu Hause in der Stadt: Überhaupt nicht zufrieden
PS1106V;Internet access at home in the city: don't know / no answer;Accès à l'internet à domicile en ville: Ne sait pas/sans réponse;Internetzugang zu Hause in der Stadt: Weiß nicht/keine Antwort
PS2012V;In this city it is easy to find a good job: strongly agree;Il est facile de trouver du travail: Tout à fait d'accord;Es ist leicht, in der Stadt eine gute Arbeit zu finden: Stimme sehr zu
PS2013V;In this city it is easy to find a good job: somewhat agree;Il est facile de trouver du travail: Plutôt d'accord;Es ist leicht, in der Stadt eine gute Arbeit zu finden: Stimme eher zu
PS2014V;In this city it is easy to find a good job: somewhat disagree;Il est facile de trouver du travail: Plutôt pas d'accord;Es ist leicht, in der Stadt eine gute Arbeit zu finden: Stimme eher nicht zu
PS2015V;In this city it is easy to find a good job: strongly disagree;Il est facile de trouver du travail: Pas d'accord du tout;Es ist leicht, in der Stadt eine gute Arbeit zu finden: Stimme überhaupt nicht zu
PS2016V;In this city it is easy to find a good job: don't know / no answer;Il est facile de trouver du travail: Ne sait pas/sans réponse;Es ist leicht, in der Stadt eine gute Arbeit zu finden: Weiß nicht/keine Antwort
PS2022V;Foreigners who live in this city are well integrated: strongly agree;Les étrangers qui vivent dans cette ville sont bien intégrés: Tout à fait d'accord;Ausländer, die in dieser Stadt wohnen, sind gut integriert: Stimme sehr zu
PS2023V;Foreigners who live in this city are well integrated: somewhat agree;Les étrangers qui vivent dans cette ville sont bien intégrés: Plutôt d'accord;Ausländer, die in dieser Stadt wohnen, sind gut integriert: Stimme eher zu
PS2024V;Foreigners who live in this city are well integrated: somewhat disagree;Les étrangers qui vivent dans cette ville sont bien intégrés: Plutôt pas d'accord;Ausländer, die in dieser Stadt wohnen, sind gut integriert: Stimme eher nicht zu
PS2025V;Foreigners who live in this city are well integrated: strongly disagree;Les étrangers qui vivent dans cette ville sont bien intégrés: Pas d'accord du tout;Ausländer, die in dieser Stadt wohnen, sind gut integriert: Stimme überhaupt nicht zu
PS2026V;Foreigners who live in this city are well integrated: don't know / no answer;Les étrangers qui vivent dans cette ville sont bien intégrés: Ne sait pas/sans réponse;Ausländer, die in dieser Stadt wohnen, sind gut integriert: Weiß nicht/keine Antwort
PS2032V;In this city, it is easy to find good housing at a reasonable price: strongly agree;Dans cette ville, il est facile de trouver un bon logement à un prix raisonnable: Tout à fait d'accord;In dieser Stadt ist es einfach, eine gute Wohnung zu angemessenen Preisen zu finden: Stimme sehr zu
PS2033V;In this city, it is easy to find good housing at a reasonable price: somewhat agree;Dans cette ville, il est facile de trouver un bon logement à un prix raisonnable: Plutôt d'accord;In dieser Stadt ist es einfach, eine gute Wohnung zu angemessenen Preisen zu finden: Stimme eher zu
PS2034V;In this city, it is easy to find good housing at a reasonable price: somewhat disagree;Dans cette ville, il est facile de trouver un bon logement à un prix raisonnable: Plutôt pas d'accord;In dieser Stadt ist es einfach, eine gute Wohnung zu angemessenen Preisen zu finden: Stimme eher nicht zu
PS2035V;In this city, it is easy to find good housing at a reasonable price: strongly disagree;Dans cette ville, il est facile de trouver un bon logement à un prix raisonnable: Pas d'accord du tout;In dieser Stadt ist es einfach, eine gute Wohnung zu angemessenen Preisen zu finden: Stimme überhaupt nicht zu
PS2036V;In this city, it is easy to find good housing at a reasonable price: don't know / no answer;Dans cette ville, il est facile de trouver un bon logement à un prix raisonnable: Ne sait pas/sans réponse;In dieser Stadt ist es einfach, eine gute Wohnung zu angemessenen Preisen zu finden: Weiß nicht/keine Antwort
PS2042V;When you contact administrative services of this city, they help you efficiently: strongly agree;Les services administratifs de la ville aident les gens de manière efficace: Tout à fait d'accord;Die Verwaltungsdienste helfen den Bürgern effizient: Stimme sehr zu
PS2043V;When you contact administrative services of this city, they help you efficiently: somewhat agree;Les services administratifs de la ville aident les gens de manière efficace: Plutôt d'accord;Die Verwaltungsdienste helfen den Bürgern effizient: Stimme eher zu
PS2044V;When you contact administrative services of this city, they help you efficiently: somewhat disagree;Les services administratifs de la ville aident les gens de manière efficace: Plutôt pas d'accord;Die Verwaltungsdienste helfen den Bürgern effizient: Stimme eher nicht zu
PS2045V;When you contact administrative services of this city, they help you efficiently: strongly disagree;Les services administratifs de la ville aident les gens de manière efficace: Pas d'accord du tout;Die Verwaltungsdienste helfen den Bürgern effizient: Stimme überhaupt nicht zu
PS2046V;When you contact administrative services of this city, they help you efficiently: don't know / no answer;Les services administratifs de la ville aident les gens de manière efficace: Ne sait pas/sans réponse;Die Verwaltungsdienste helfen den Bürgern effizient: Weiß nicht/keine Antwort
PS2052V;In this city, air pollution is a big problem: strongly agree;La pollution atmosphérique constitue un grave problème: Tout à fait d'accord;Luftverschmutzung ist ein großes Problem: Stimme sehr zu
PS2053V;In this city, air pollution is a big problem: somewhat agree;La pollution atmosphérique constitue un grave problème: Plutôt d'accord;Luftverschmutzung ist ein großes Problem: Stimme eher zu
PS2054V;In this city, air pollution is a big problem: somewhat disagree;La pollution atmosphérique constitue un grave problème: Plutôt pas d'accord;Luftverschmutzung ist ein großes Problem: Stimme eher nicht zu
PS2055V;In this city, air pollution is a big problem: strongly disagree;La pollution atmosphérique constitue un grave problème: Pas d'accord du tout;Luftverschmutzung ist ein großes Problem: Stimme überhaupt nicht zu
PS2056V;In this city, air pollution is a big problem: don't know / no answer;La pollution atmosphérique constitue un grave problème: Ne sait pas/sans réponse;Luftverschmutzung ist ein großes Problem: Weiß nicht/keine Antwort
PS2062V;In this city, noise is a big problem: strongly agree;Le bruit représente un grave problème: Tout à fait d'accord;In dieser Stadt ist Lärm ein großes Problem: Stimme sehr zu
PS2063V;In this city, noise is a big problem: somewhat agree;Le bruit représente un grave problème: Plutôt d'accord;In dieser Stadt ist Lärm ein großes Problem: Stimme eher zu
PS2064V;In this city, noise is a big problem: somewhat disagree;Le bruit représente un grave problème: Plutôt pas d'accord;In dieser Stadt ist Lärm ein großes Problem: Stimme eher nicht zu
PS2065V;In this city, noise is a big problem: strongly disagree;Le bruit représente un grave problème: Pas d'accord du tout;In dieser Stadt ist Lärm ein großes Problem: Stimme überhaupt nicht zu
PS2066V;In this city, noise is a big problem: don't know / no answer;Le bruit représente un grave problème: Ne sait pas/sans réponse;In dieser Stadt ist Lärm ein großes Problem: Weiß nicht/keine Antwort
PS2072V;This city is a clean city: strongly agree;La ville est propre: Tout à fait d'accord;Diese Stadt ist sauber: Stimme sehr zu
PS2073V;This city is a clean city: somewhat agree;La ville est propre: Plutôt d'accord;Diese Stadt ist sauber: Stimme eher zu
PS2074V;This city is a clean city: somewhat disagree;La ville est propre: Plutôt pas d'accord;Diese Stadt ist sauber: Stimme eher nicht zu
PS2075V;This city is a clean city: strongly disagree;La ville est propre: Pas d'accord du tout;Diese Stadt ist sauber: Stimme überhaupt nicht zu
PS2076V;This city is a clean city: don't know / no answer;La ville est propre: Ne sait pas/sans réponse;Diese Stadt ist sauber: Weiß nicht/keine Antwort
PS2082V;This city spends its resources in a responsible way: strongly agree;Cette ville consacre ses ressources de manière responsable: Tout à fait d'accord;Diese Stadt geht verantwortungsbewusst mit ihren Ressourcen um: Stimme sehr zu
PS2083V;This city spends its resources in a responsible way: somewhat agree;Cette ville consacre ses ressources de manière responsable: Plutôt d'accord;Diese Stadt geht verantwortungsbewusst mit ihren Ressourcen um: Stimme eher zu
PS2084V;This city spends its resources in a responsible way: somewhat disagree;Cette ville consacre ses ressources de manière responsable: Plutôt pas d'accord;Diese Stadt geht verantwortungsbewusst mit ihren Ressourcen um: Stimme eher nicht zu
PS2085V;This city spends its resources in a responsible way: strongly disagree;Cette ville consacre ses ressources de manière responsable: Pas d'accord du tout;Diese Stadt geht verantwortungsbewusst mit ihren Ressourcen um: Stimme überhaupt nicht zu
PS2086V;This city spends its resources in a responsible way: don't know / no answer;Cette ville consacre ses ressources de manière responsable: Ne sait pas/sans réponse;Diese Stadt geht verantwortungsbewusst mit ihren Ressourcen um: Weiß nicht/keine Antwort
PS2092V;You are satisfied to live in this city: strongly agree;Vous êtes satisfait de vivre dans votre ville: Tout à fait d'accord;Ich lebe gern in dieser Stadt: Stimme sehr zu
PS2093V;You are satisfied to live in this city: somewhat agree;Vous êtes satisfait de vivre dans votre ville: Plutôt d'accord;Ich lebe gern in dieser Stadt: Stimme eher zu
PS2094V;You are satisfied to live in this city: somewhat disagree;Vous êtes satisfait de vivre dans votre ville: Plutôt pas d'accord;Ich lebe gern in dieser Stadt: Stimme eher nicht zu
PS2095V;You are satisfied to live in this city: strongly disagree;Vous êtes satisfait de vivre dans votre ville: Pas d'accord du tout;Ich lebe gern in dieser Stadt: Stimme überhaupt nicht zu
PS2096V;You are satisfied to live in this city: don't know / no answer;Vous êtes satisfait de vivre dans votre ville: Ne sait pas/sans réponse;Ich lebe gern in dieser Stadt: Weiß nicht/keine Antwort
PS2102V;In the next five years, it will be more pleasant to live in this city: strongly agree;Dans les cinq prochaines années, il sera plus agréable à vivre dans la ville: Tout à fait d'accord;In den nächsten fünf Jahren wird es angenehmer sein, in dieser Stadt zu wohnen: Stimme sehr zu
